profesorji,dtstamp,dtstart,dtend,trigger,location,description
https://urnik.fov.um.si/Izvajalec/calendars/25---Maja-Mesko,2024-12-12T11:46:27+00:00,2024-05-30T10:00:00+00:00,2024-05-30T10:30:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor diplome: TerÅ¡ek Tamara - - Mentor: Maja MeÅ¡ko, somentor: -VS-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/25---Maja-Mesko,2024-12-12T11:46:28+00:00,2024-12-09T17:00:00+00:00,2024-12-09T19:30:00+00:00,-1 days +23:30:00,MS Teams,P-Psihologija v Å¡portu-VS-Izredni
https://urnik.fov.um.si/Izvajalec/calendars/25---Maja-Mesko,2024-12-12T11:46:27+00:00,2023-03-30T11:00:00+00:00,2023-03-30T11:30:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor diplome: Grahek Jasmina - - Mentor: Maja MeÅ¡ko, somentor: Zvone BalantiÄ/FOV-VS-Izredni"
https://urnik.fov.um.si/Izvajalec/calendars/25---Maja-Mesko,2024-12-12T11:46:27+00:00,2024-06-19T09:15:00+00:00,2024-06-19T09:45:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor diplome: Brecelj Kaja - - Mentor: Miha MariÄ/FOV, somentor: -VS-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/25---Maja-Mesko,2024-12-12T11:46:28+00:00,2024-12-12T17:00:00+00:00,2024-12-12T21:00:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Psihologija v Å¡portu-VS-Izredni
https://urnik.fov.um.si/Izvajalec/calendars/25---Maja-Mesko,2024-12-12T11:46:27+00:00,2024-10-25T17:00:00+00:00,2024-10-25T21:00:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Kineziologija-VS-Izredni
https://urnik.fov.um.si/Izvajalec/calendars/25---Maja-Mesko,2024-12-12T11:46:28+00:00,2024-11-21T10:45:00+00:00,2024-11-21T13:15:00+00:00,-1 days +23:30:00,303,P-Selekcijski postopki-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/25---Maja-Mesko,2024-12-12T11:46:27+00:00,2023-09-06T10:00:00+00:00,2023-09-06T10:30:00+00:00,-1 days +23:30:00,706 Sejna soba,"Zagovor diplome: Mernik Eva - - Mentor: Maja MeÅ¡ko, somentor: -VS-Izredni"
https://urnik.fov.um.si/Izvajalec/calendars/25---Maja-Mesko,2024-12-12T11:46:27+00:00,2024-11-05T17:00:00+00:00,2024-11-05T21:05:00+00:00,-1 days +23:30:00,MS Teams,Konzultacije-Psihologija v kriznem upravljanju - vaje-VS-Izredni
https://urnik.fov.um.si/Izvajalec/calendars/25---Maja-Mesko,2024-12-12T11:46:28+00:00,2024-12-04T16:00:00+00:00,2024-12-04T21:00:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Psihologija v Å¡portu-VS-Izredni
https://urnik.fov.um.si/Izvajalec/calendars/25---Maja-Mesko,2024-12-12T11:46:28+00:00,2024-12-04T11:00:00+00:00,2024-12-04T11:30:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor magisterija: ÄernjaÄ Sonja - - Mentor: Polona Å prajc/FOV, somentor: -MAG-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/25---Maja-Mesko,2024-12-12T11:46:28+00:00,2024-12-16T17:00:00+00:00,2024-12-16T21:00:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Psihologija v Å¡portu-VS-Izredni
https://urnik.fov.um.si/Izvajalec/calendars/25---Maja-Mesko,2024-12-12T11:46:27+00:00,2022-10-25T12:00:00+00:00,2022-10-25T12:30:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor diplome: Logar Matic - - Mentor: Polona Å prajc/FOV, somentor: Janja Jerebic-VS-Izredni"
https://urnik.fov.um.si/Izvajalec/calendars/25---Maja-Mesko,2024-12-12T11:46:28+00:00,2024-11-14T10:45:00+00:00,2024-11-14T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Selekcijski postopki-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/25---Maja-Mesko,2024-12-12T11:46:27+00:00,2024-10-28T17:00:00+00:00,2024-10-28T21:00:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Kineziologija-VS-Izredni
https://urnik.fov.um.si/Izvajalec/calendars/25---Sebastjan-Merlo,2024-12-12T11:48:40+00:00,2025-01-09T17:00:00+00:00,2025-01-09T19:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Osnove Å¡portne medicine-VS-Izredni
https://urnik.fov.um.si/Izvajalec/calendars/25---Sebastjan-Merlo,2024-12-12T11:48:40+00:00,2025-01-08T17:00:00+00:00,2025-01-08T19:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Osnove Å¡portne medicine-VS-Izredni
https://urnik.fov.um.si/Izvajalec/calendars/25---Sebastjan-Merlo,2024-12-12T11:48:40+00:00,2025-01-06T17:00:00+00:00,2025-01-06T20:15:00+00:00,-1 days +23:30:00,302,P-Osnove Å¡portne medicine-VS-Izredni
https://urnik.fov.um.si/Izvajalec/calendars/25---Sebastjan-Merlo,2024-12-12T11:48:41+00:00,2025-01-20T17:00:00+00:00,2025-01-20T19:30:00+00:00,-1 days +23:30:00,MS Teams,V-Osnove Å¡portne medicine-VS-Izredni
https://urnik.fov.um.si/Izvajalec/calendars/25---Sebastjan-Merlo,2024-12-12T11:48:40+00:00,2025-01-10T17:00:00+00:00,2025-01-10T19:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Osnove Å¡portne medicine-VS-Izredni
https://urnik.fov.um.si/Izvajalec/calendars/25---Sebastjan-Merlo,2024-12-12T11:48:40+00:00,2025-01-14T17:00:00+00:00,2025-01-14T19:30:00+00:00,-1 days +23:30:00,302,V-Osnove Å¡portne medicine-VS-Izredni
https://urnik.fov.um.si/Izvajalec/calendars/25---Sebastjan-Merlo,2024-12-12T11:48:40+00:00,2025-01-16T14:15:00+00:00,2025-01-16T19:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Osnove Å¡portne medicine-VS-Izredni
https://urnik.fov.um.si/Izvajalec/calendars/25---Sebastjan-Merlo,2024-12-12T11:48:40+00:00,2025-01-15T17:00:00+00:00,2025-01-15T19:30:00+00:00,-1 days +23:30:00,MS Teams,V-Osnove Å¡portne medicine-VS-Izredni
https://urnik.fov.um.si/Izvajalec/calendars/25---Sebastjan-Merlo,2024-12-12T11:48:40+00:00,2025-01-13T17:00:00+00:00,2025-01-13T20:15:00+00:00,-1 days +23:30:00,MS Teams,P-Osnove Å¡portne medicine-VS-Izredni
https://urnik.fov.um.si/Izvajalec/calendars/25---Sebastjan-Merlo,2024-12-12T11:48:40+00:00,2025-01-07T17:00:00+00:00,2025-01-07T20:15:00+00:00,-1 days +23:30:00,MS Teams,P-Osnove Å¡portne medicine-VS-Izredni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-11-04T08:00:00+00:00,2024-11-04T10:30:00+00:00,-1 days +23:30:00,302,P-Logistika in planiranje oskrbovalnih verig-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-11-07T08:00:00+00:00,2024-11-07T10:30:00+00:00,-1 days +23:30:00,306,P-Logistika in planiranje oskrbovalnih verig-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-10-10T10:45:00+00:00,2024-10-10T13:15:00+00:00,-1 days +23:30:00,302,P-Poslovni in proizvodni informacijski sistemi-MAG-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-11-28T08:00:00+00:00,2024-11-28T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Management proizvodnega sistema-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-10-17T14:15:00+00:00,2024-10-17T16:45:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Logistika in planiranje oskrbovalnih verig-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-10-09T10:45:00+00:00,2024-10-09T13:15:00+00:00,-1 days +23:30:00,302,P-Poslovni in proizvodni informacijski sistemi-MAG-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:28+00:00,2022-10-20T13:30:00+00:00,2022-10-20T14:00:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor diplome: Petrej Vida - - Mentor: Miha MariÄ/FOV, somentor: DuÅ¡an MeÅ¾nar-UNI-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-11-08T08:00:00+00:00,2024-11-08T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Logistika in planiranje oskrbovalnih verig-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-10-16T10:45:00+00:00,2024-10-16T13:15:00+00:00,-1 days +23:30:00,303,P-Poslovni in proizvodni informacijski sistemi-MAG-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-10-11T10:45:00+00:00,2024-10-11T13:15:00+00:00,-1 days +23:30:00,MS Teams,P-Poslovni in proizvodni informacijski sistemi-MAG-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:28+00:00,2024-05-29T09:30:00+00:00,2024-05-29T10:00:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor diplome: Grahovac Nikolina - - Mentor: Benjamin Urh/FOV, somentor: DuÅ¡an MeÅ¾nar-UNI-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-11-22T08:00:00+00:00,2024-11-22T10:30:00+00:00,-1 days +23:30:00,403,P-Management proizvodnega sistema-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-11-19T08:00:00+00:00,2024-11-19T10:30:00+00:00,-1 days +23:30:00,403,P-Management proizvodnega sistema-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-10-16T17:00:00+00:00,2024-10-16T21:05:00+00:00,-1 days +23:30:00,MS Teams,Konzultacije-Poslovni proizvodni informacijski sistemi-MAG-Izredni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:30+00:00,2025-01-07T17:35:00+00:00,2025-01-07T19:10:00+00:00,-1 days +23:30:00,MS Teams,P-SODOBNI PRISTOPI INÅ½ENIRINGA POSLOVNIH SISTEMOV-DR-Izredni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:30+00:00,2024-12-20T14:15:00+00:00,2024-12-20T16:45:00+00:00,-1 days +23:30:00,307,P-Praktikum inÅ¾eniringa poslovnih sistemov-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-10-30T10:45:00+00:00,2024-10-30T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Poslovni in proizvodni informacijski sistemi-MAG-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:28+00:00,2024-03-11T13:30:00+00:00,2024-03-11T14:00:00+00:00,-1 days +23:30:00,706 Sejna soba,"Zagovor diplome: Papler Andrej - - Mentor: DuÅ¡an MeÅ¾nar, somentor: -UNI-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:30+00:00,2024-12-19T08:00:00+00:00,2024-12-19T10:30:00+00:00,-1 days +23:30:00,403,P-Management proizvodnega sistema-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:28+00:00,2023-10-02T10:30:00+00:00,2023-10-02T11:00:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor magisterija: Äulk Filip - - Mentor: DuÅ¡an MeÅ¾nar, somentor: -MAG-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-10-03T10:45:00+00:00,2024-10-03T13:15:00+00:00,-1 days +23:30:00,402,P-Poslovni in proizvodni informacijski sistemi-MAG-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-09-09T11:00:00+00:00,2024-09-09T11:30:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor diplome: BremÅ¡ak Ema - - Mentor: Damjan MaletiÄ/FOV, somentor: -VS-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-10-23T14:15:00+00:00,2024-10-23T16:45:00+00:00,-1 days +23:30:00,302,P-Logistika in planiranje oskrbovalnih verig-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-10-23T10:45:00+00:00,2024-10-23T13:15:00+00:00,-1 days +23:30:00,411,V-Poslovni in proizvodni informacijski sistemi-MAG-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:28+00:00,2024-03-18T09:30:00+00:00,2024-03-18T10:00:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor diplome: ZdravkoviÄ Stanko - - Mentor: Miha MariÄ/FOV, somentor: -UNI-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-10-07T10:45:00+00:00,2024-10-07T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Poslovni in proizvodni informacijski sistemi-MAG-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:28+00:00,2024-04-17T09:00:00+00:00,2024-04-17T09:30:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor magisterija: Markelj UroÅ¡ - - Mentor: Damjan MaletiÄ/FOV, somentor: -MAG-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-09-10T10:30:00+00:00,2024-09-10T11:00:00+00:00,-1 days +23:30:00,706 Sejna soba,"Zagovor diplome: Å melcer Katja - - Mentor: Benjamin Urh/FOV, somentor: -UNI-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-11-27T08:00:00+00:00,2024-11-27T10:30:00+00:00,-1 days +23:30:00,403,P-Management proizvodnega sistema-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-11-21T08:00:00+00:00,2024-11-21T10:30:00+00:00,-1 days +23:30:00,403,P-Management proizvodnega sistema-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-11-20T08:00:00+00:00,2024-11-20T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Management proizvodnega sistema-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-10-22T17:00:00+00:00,2024-10-22T21:05:00+00:00,-1 days +23:30:00,MS Teams,Konzultacije-Poslovni proizvodni informacijski sistemi - vaje-MAG-Izredni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:30+00:00,2025-01-23T08:00:00+00:00,2025-01-23T08:45:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Praktikum inÅ¾eniringa poslovnih sistemov-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-11-05T08:00:00+00:00,2024-11-05T10:30:00+00:00,-1 days +23:30:00,302,P-Logistika in planiranje oskrbovalnih verig-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-09-10T10:30:00+00:00,2024-09-10T11:00:00+00:00,-1 days +23:30:00,706 Sejna soba,"Zagovor diplome: Kos Å pela - - Mentor: DuÅ¡an MeÅ¾nar, somentor: -VS-Izredni"
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:28+00:00,2024-05-10T13:15:00+00:00,2024-05-10T13:45:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor magisterija: Jerman Tea - - Mentor: DuÅ¡an MeÅ¾nar, somentor: -MAG-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:28+00:00,2023-05-25T13:30:00+00:00,2023-05-25T14:00:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor magisterija: Georgievski Ana - - Mentor: MatjaÅ¾ Roblek/FOV, somentor: -MAG-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:28+00:00,2023-03-07T09:00:00+00:00,2023-03-07T09:30:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor diplome: Zornada Sara - - Mentor: Benjamin Urh/FOV, somentor: -VS-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-10-15T14:15:00+00:00,2024-10-15T16:45:00+00:00,-1 days +23:30:00,302,P-Logistika in planiranje oskrbovalnih verig-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-11-25T08:00:00+00:00,2024-11-25T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Management proizvodnega sistema-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-11-07T14:15:00+00:00,2024-11-07T16:45:00+00:00,-1 days +23:30:00,307,V-Praktikum inÅ¾eniringa poslovnih sistemov-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-10-25T10:45:00+00:00,2024-10-25T13:15:00+00:00,-1 days +23:30:00,MS Teams,V-Poslovni in proizvodni informacijski sistemi-MAG-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-11-12T08:00:00+00:00,2024-11-12T10:30:00+00:00,-1 days +23:30:00,306,P-Logistika in planiranje oskrbovalnih verig-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-11-18T08:00:00+00:00,2024-11-18T10:30:00+00:00,-1 days +23:30:00,403,P-Management proizvodnega sistema-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-11-06T17:00:00+00:00,2024-11-06T21:05:00+00:00,-1 days +23:30:00,MS Teams,Konzultacije-Management proizvodnega sistema-VS-Izredni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:30+00:00,2024-12-18T10:45:00+00:00,2024-12-18T13:15:00+00:00,-1 days +23:30:00,403,P-Management proizvodnega sistema-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:28+00:00,2022-12-20T12:30:00+00:00,2022-12-20T13:00:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor diplome: Vukota Mateja - - Mentor: Miha MariÄ/FOV, somentor: DuÅ¡an MeÅ¾nar-UNI-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-10-22T10:45:00+00:00,2024-10-22T13:15:00+00:00,-1 days +23:30:00,MS Teams,V-Poslovni in proizvodni informacijski sistemi-MAG-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:30+00:00,2025-01-06T17:15:00+00:00,2025-01-06T20:30:00+00:00,-1 days +23:30:00,411,P-SODOBNI PRISTOPI INÅ½ENIRINGA POSLOVNIH SISTEMOV-DR-Izredni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-10-04T10:45:00+00:00,2024-10-04T13:15:00+00:00,-1 days +23:30:00,MS Teams,P-Poslovni in proizvodni informacijski sistemi-MAG-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-10-28T10:45:00+00:00,2024-10-28T13:15:00+00:00,-1 days +23:30:00,411,V-Poslovni in proizvodni informacijski sistemi-MAG-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-10-14T10:45:00+00:00,2024-10-14T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Poslovni in proizvodni informacijski sistemi-MAG-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:28+00:00,2022-10-19T13:45:00+00:00,2022-10-19T14:15:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor magisterija: Pahor Rok - - Mentor: UroÅ¡ RajkoviÄ/FOV, somentor: Borut Werber/FOV-MAG-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:28+00:00,2023-10-18T13:15:00+00:00,2023-10-18T13:45:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor magisterija: FaÄeti Sara - - Mentor: Marjan SenegaÄnik/FOV, somentor: -MAG-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:28+00:00,2022-10-19T13:15:00+00:00,2022-10-19T13:45:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor diplome: Kralj Bogataj Maj - - Mentor: DuÅ¡an MeÅ¾nar, somentor: -VS-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:28+00:00,2024-07-01T13:00:00+00:00,2024-07-01T13:30:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor magisterija: GabrovÅ¡ek Simon - - Mentor: DuÅ¡an MeÅ¾nar, somentor: -MAG-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-10-30T14:15:00+00:00,2024-10-30T16:45:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Logistika in planiranje oskrbovalnih verig-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:28+00:00,2023-04-11T10:45:00+00:00,2023-04-11T11:15:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor diplome: Kuhar PrimoÅ¾ - - Mentor: Goran VukoviÄ/FOV, somentor: UroÅ¡ RajkoviÄ/FOV-VS-Izredni"
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:28+00:00,2024-05-29T09:00:00+00:00,2024-05-29T09:30:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor diplome: Bohanel Å ardi - - Mentor: DuÅ¡an MeÅ¾nar, somentor: -UNI-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:30+00:00,2024-12-17T08:00:00+00:00,2024-12-17T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Management proizvodnega sistema-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-10-29T10:45:00+00:00,2024-10-29T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Poslovni in proizvodni informacijski sistemi-MAG-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-10-25T14:15:00+00:00,2024-10-25T16:45:00+00:00,-1 days +23:30:00,302,P-Logistika in planiranje oskrbovalnih verig-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-10-24T10:45:00+00:00,2024-10-24T13:15:00+00:00,-1 days +23:30:00,411,V-Poslovni in proizvodni informacijski sistemi-MAG-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:28+00:00,2024-04-03T13:20:00+00:00,2024-04-03T13:50:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor magisterija: Ziegler Eva - - Mentor: Miha MariÄ/FOV, somentor: -MAG-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-10-29T14:15:00+00:00,2024-10-29T16:45:00+00:00,-1 days +23:30:00,302,P-Logistika in planiranje oskrbovalnih verig-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-10-14T14:15:00+00:00,2024-10-14T16:45:00+00:00,-1 days +23:30:00,302,P-Logistika in planiranje oskrbovalnih verig-UNI-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:28+00:00,2022-10-18T13:30:00+00:00,2022-10-18T14:00:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor diplome: Koren Katarina - - Mentor: Marjan SenegaÄnik/FOV, somentor: -VS-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:28+00:00,2022-09-26T09:00:00+00:00,2022-09-26T09:30:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor magisterija: ErÅ¾en TjaÅ¡a - - Mentor: DuÅ¡an MeÅ¾nar, somentor: -MAG-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:28+00:00,2019-09-12T12:00:00+00:00,2019-09-12T12:30:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor diplome: DespotoviÄ Tina - - Mentor: Marjan SenegaÄnik/FOV, somentor: DuÅ¡an MeÅ¾nar-UNI-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-11-29T08:00:00+00:00,2024-11-29T10:30:00+00:00,-1 days +23:30:00,402,P-Management proizvodnega sistema-VS-Redni
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:29+00:00,2024-09-13T08:00:00+00:00,2024-09-13T08:30:00+00:00,-1 days +23:30:00,MS Teams,"Zagovor diplome: MomÄilov Kristina - - Mentor: DuÅ¡an MeÅ¾nar, somentor: Miha MariÄ/FOV-UNI-Redni"
https://urnik.fov.um.si/Izvajalec/calendars/26---Dusan-Meznar,2024-12-12T11:48:28+00:00,2024-07-01T15:00:00+00:00,2024-07-01T15:30:00+00:00,-1 days +23:30:00,707 Diplomska soba,"Zagovor diplome: KeroviÄ Jelisaveta - - Mentor: DuÅ¡an MeÅ¾nar, somentor: MatjaÅ¾ Roblek/FOV-UNI-Redni"
